2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2
0,0,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,0,0,0,0
2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,0,2,2,2
2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,2,2
2,2,0,2,0,0,0,0,2,2,0,2,0,0,0,0,2,2,2,2,2,2,2,0,2,0,0,2,2,1
2,2,0,2,0,0,0,0,2,2,0,2,0,0,0,0,2,2,2,2,2,0,0,0,2,0,0,2,1,1
2,2,0,2,0,0,0,0,2,2,0,2,0,2,2,2,2,0,0,0,0,0,2,2,2,0,0,2,1,1
2,2,0,2,2,2,2,2,2,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,1
2,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,2,0,2
2,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,2,2,0,2,2,2
2,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,2,2,0,2,0,2
2,2,2,2,2,2,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2
2,2,0,0,0,0,0,2,2,2,2,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2
2,2,0,0,0,2,2,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2
2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2
2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2
2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,0,0,0,0,2,0,2,2
2,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,2,2,2,2,2,0,2,0,2,2
2,2,0,2,0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,2
2,2,0,2,0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,0,2,0,2,2,2,0,2,2
2,2,0,2,0,0,0,0,2,2,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2
2,2,0,2,2,2,0,0,2,2,0,2,2,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,2,2
2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2
2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2
2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
#0为可行走可看过；1为不可行可看过；2为不可行不可看过
